round_epochs,val_loss,val_acc,loss,acc,activation,emb_output_dims,epochs,first_neuron,hidden_layers,last_activation,losses,lr,optimizer,shape,weight_regulizer
5,0.46814531669472204,0.7301767468452454,0.47019846525951403,0.7299627,relu,None,5,4,0,sigmoid,binary_crossentropy,0.5,Adam,brick,None
5,0.46740597999457156,0.7292929291725159,0.4686464036875103,0.7297264,relu,None,5,4,0,sigmoid,binary_crossentropy,0.95,Adam,brick,None
5,0.4701668384580901,0.7291918992996216,0.4720529218455452,0.72868156,relu,None,5,4,0,sigmoid,binary_crossentropy,1.4,Adam,brick,None
5,0.4699465481319813,0.7282575964927673,0.4720902713377084,0.72949004,relu,None,5,4,0,sigmoid,binary_crossentropy,1.8499999999999999,Adam,brick,None
5,0.4724848377825034,0.7298737168312073,0.4740667906507331,0.73011196,relu,None,5,4,0,sigmoid,binary_crossentropy,2.3,Adam,brick,None
5,0.4666681321221169,0.7312373518943787,0.46777503330316117,0.7306841,relu,None,5,4,0,sigmoid,binary_crossentropy,2.75,Adam,brick,None
5,0.47424663411246404,0.727045476436615,0.47913387510906996,0.72686565,relu,None,5,4,0,sigmoid,binary_crossentropy,3.1999999999999997,Adam,brick,None
5,0.47069595919715035,0.7296717166900635,0.47317099854127687,0.7273383,relu,None,5,4,0,sigmoid,binary_crossentropy,3.6499999999999995,Adam,brick,None
5,0.47332049086840466,0.7291161417961121,0.4746479826780101,0.7281219,relu,None,5,4,0,sigmoid,binary_crossentropy,4.1,Adam,brick,None
5,0.47182363844881153,0.7300505042076111,0.4740469306203263,0.72820896,relu,None,5,4,0,sigmoid,binary_crossentropy,4.55,Adam,brick,None
5,0.46029832117485275,0.7387878894805908,0.45900356330681796,0.7396393,relu,None,5,4,1,sigmoid,binary_crossentropy,0.5,Adam,brick,None
5,0.46322008120893227,0.7327020168304443,0.4600163651461625,0.7319652,relu,None,5,4,1,sigmoid,binary_crossentropy,0.95,Adam,brick,None
5,0.4752885218100114,0.7227020263671875,0.47627338089160065,0.7231592,relu,None,5,4,1,sigmoid,binary_crossentropy,1.4,Adam,brick,None
5,0.4613943613057185,0.7354545593261719,0.45970115757700225,0.73837066,relu,None,5,4,1,sigmoid,binary_crossentropy,1.8499999999999999,Adam,brick,None
5,0.4618946556972735,0.7335858345031738,0.4620832941959153,0.7337313,relu,None,5,4,1,sigmoid,binary_crossentropy,2.3,Adam,brick,None
5,0.4690835119859137,0.7303788065910339,0.47113474221964974,0.7301866,relu,None,5,4,1,sigmoid,binary_crossentropy,2.75,Adam,brick,None
5,0.4640787731878685,0.7323485016822815,0.4616213343689098,0.7322015,relu,None,5,4,1,sigmoid,binary_crossentropy,3.1999999999999997,Adam,brick,None
5,0.4661520936151948,0.7297222018241882,0.46476995487711326,0.7323881,relu,None,5,4,1,sigmoid,binary_crossentropy,3.6499999999999995,Adam,brick,None
5,0.46181490231041955,0.7337121367454529,0.46125972821937866,0.7331592,relu,None,5,4,1,sigmoid,binary_crossentropy,4.1,Adam,brick,None
5,0.45975598660382355,0.7393181920051575,0.45827062318574135,0.7395398,relu,None,5,4,1,sigmoid,binary_crossentropy,4.55,Adam,brick,None
5,0.4620468279207596,0.7365909218788147,0.46094923713314,0.7386816,relu,None,5,4,2,sigmoid,binary_crossentropy,0.5,Adam,brick,None
5,0.45965821441977917,0.7409343719482422,0.4586374482349377,0.74104476,relu,None,5,4,2,sigmoid,binary_crossentropy,0.95,Adam,brick,None
5,0.4590577271369973,0.7397727370262146,0.45657499400537405,0.74252486,relu,None,5,4,2,sigmoid,binary_crossentropy,1.4,Adam,brick,None
5,0.463485852877299,0.7321464419364929,0.4635834919160871,0.7333209,relu,None,5,4,2,sigmoid,binary_crossentropy,1.8499999999999999,Adam,brick,None
5,0.46088983163689123,0.734015166759491,0.4583292396448145,0.7378483,relu,None,5,4,2,sigmoid,binary_crossentropy,2.3,Adam,brick,None
5,0.45953745943127255,0.7416666746139526,0.45686341795162183,0.7437438,relu,None,5,4,2,sigmoid,binary_crossentropy,2.75,Adam,brick,None
5,0.4589501726386523,0.7385353446006775,0.4596532254195332,0.738097,relu,None,5,4,2,sigmoid,binary_crossentropy,3.1999999999999997,Adam,brick,None
5,0.45886367082595825,0.7417424321174622,0.4568138748140477,0.74333334,relu,None,5,4,2,sigmoid,binary_crossentropy,3.6499999999999995,Adam,brick,None
5,0.4664153362765457,0.73419189453125,0.46451676480212617,0.7346269,relu,None,5,4,2,sigmoid,binary_crossentropy,4.1,Adam,brick,None
5,0.4590649541941556,0.736717164516449,0.456966465824279,0.7376866,relu,None,5,4,2,sigmoid,binary_crossentropy,4.55,Adam,brick,None
5,0.46597208555298625,0.7320959568023682,0.46622055501487125,0.7328358,relu,None,5,8,0,sigmoid,binary_crossentropy,0.5,Adam,brick,None
5,0.4627117303164318,0.7336111068725586,0.46310353847285407,0.73439056,relu,None,5,8,0,sigmoid,binary_crossentropy,0.95,Adam,brick,None
5,0.4665314447398138,0.7331060767173767,0.4681646655981814,0.7332836,relu,None,5,8,0,sigmoid,binary_crossentropy,1.4,Adam,brick,None
5,0.4621757947796523,0.7335858345031738,0.4624820332266205,0.7341791,relu,None,5,8,0,sigmoid,binary_crossentropy,1.8499999999999999,Adam,brick,None
5,0.46449381021538166,0.7332575917243958,0.46598081820639803,0.73383087,relu,None,5,8,0,sigmoid,binary_crossentropy,2.3,Adam,brick,None
5,0.4621562139193217,0.7333585619926453,0.46236917510554565,0.7331841,relu,None,5,8,0,sigmoid,binary_crossentropy,2.75,Adam,brick,None
5,0.466907951000965,0.7310353517532349,0.47003354668024167,0.7303482,relu,None,5,8,0,sigmoid,binary_crossentropy,3.1999999999999997,Adam,brick,None
5,0.4630382123017552,0.7341161370277405,0.4637416891672125,0.73350745,relu,None,5,8,0,sigmoid,binary_crossentropy,3.6499999999999995,Adam,brick,None
5,0.4646260746079262,0.7286615967750549,0.4629679541564106,0.7326866,relu,None,5,8,0,sigmoid,binary_crossentropy,4.1,Adam,brick,None
5,0.4658669669579978,0.73260098695755,0.467069907674742,0.73262435,relu,None,5,8,0,sigmoid,binary_crossentropy,4.55,Adam,brick,None
5,0.45522669184087505,0.7415404319763184,0.4524955800220148,0.7450373,relu,None,5,8,1,sigmoid,binary_crossentropy,0.5,Adam,brick,None
5,0.45446949973250883,0.743813157081604,0.4516096959896942,0.7463184,relu,None,5,8,1,sigmoid,binary_crossentropy,0.95,Adam,brick,None
5,0.45397084012176053,0.7425000071525574,0.45228759184405576,0.74590796,relu,None,5,8,1,sigmoid,binary_crossentropy,1.4,Adam,brick,None
5,0.4548568080169986,0.7450757622718811,0.4528522963013815,0.74606967,relu,None,5,8,1,sigmoid,binary_crossentropy,1.8499999999999999,Adam,brick,None
5,0.45540036657843924,0.7423989772796631,0.45516494593810086,0.7419652,relu,None,5,8,1,sigmoid,binary_crossentropy,2.3,Adam,brick,None
5,0.4552217199224414,0.7399242520332336,0.45401409958725547,0.7428483,relu,None,5,8,1,sigmoid,binary_crossentropy,2.75,Adam,brick,None
5,0.45952691391260936,0.7362373471260071,0.4597041392978744,0.73514926,relu,None,5,8,1,sigmoid,binary_crossentropy,3.1999999999999997,Adam,brick,None
5,0.4529512146506647,0.7440404295921326,0.4522686743143186,0.7451368,relu,None,5,8,1,sigmoid,binary_crossentropy,3.6499999999999995,Adam,brick,None
5,0.4552496257815698,0.7416161894798279,0.45433427814820515,0.7412811,relu,None,5,8,1,sigmoid,binary_crossentropy,4.1,Adam,brick,None
5,0.4597435977723863,0.7327272891998291,0.458539816971442,0.73431593,relu,None,5,8,1,sigmoid,binary_crossentropy,4.55,Adam,brick,None
5,0.45321179316501425,0.7431565523147583,0.45096743927666205,0.7444776,relu,None,5,8,2,sigmoid,binary_crossentropy,0.5,Adam,brick,None
5,0.47609817040087,0.7107575535774231,0.47625480100883183,0.7009826,relu,None,5,8,2,sigmoid,binary_crossentropy,0.95,Adam,brick,None
5,0.4545013595349861,0.7417677044868469,0.45214790608752425,0.7441791,relu,None,5,8,2,sigmoid,binary_crossentropy,1.4,Adam,brick,None
5,0.4569661345024302,0.7423484921455383,0.4540490645021942,0.7456343,relu,None,5,8,2,sigmoid,binary_crossentropy,1.8499999999999999,Adam,brick,None
5,0.45525655074553056,0.7413889169692993,0.4516926068986826,0.74692786,relu,None,5,8,2,sigmoid,binary_crossentropy,2.3,Adam,brick,None
5,0.4560759097036689,0.7412374019622803,0.4536182558714454,0.7438557,relu,None,5,8,2,sigmoid,binary_crossentropy,2.75,Adam,brick,None
5,0.45597851864015215,0.7437121272087097,0.4535871700860968,0.74435323,relu,None,5,8,2,sigmoid,binary_crossentropy,3.1999999999999997,Adam,brick,None
5,0.4543869061662693,0.7429545521736145,0.4510299639796736,0.7451368,relu,None,5,8,2,sigmoid,binary_crossentropy,3.6499999999999995,Adam,brick,None
5,0.45362877985443734,0.7440151572227478,0.45245656330787126,0.7448632,relu,None,5,8,2,sigmoid,binary_crossentropy,4.1,Adam,brick,None
5,0.4547328362922476,0.7419949769973755,0.4519980245087277,0.74600744,relu,None,5,8,2,sigmoid,binary_crossentropy,4.55,Adam,brick,None
5,0.4561105262149464,0.7410606145858765,0.4561747336802791,0.74312186,relu,None,5,16,0,sigmoid,binary_crossentropy,0.5,Adam,brick,None
5,0.4569791610192771,0.7412121295928955,0.456875023557179,0.7403607,relu,None,5,16,0,sigmoid,binary_crossentropy,0.95,Adam,brick,None
5,0.4574433779596078,0.7428535223007202,0.45793326470982376,0.7401866,relu,None,5,16,0,sigmoid,binary_crossentropy,1.4,Adam,brick,None
5,0.4561285982589529,0.7428030371665955,0.45689855405940344,0.73955226,relu,None,5,16,0,sigmoid,binary_crossentropy,1.8499999999999999,Adam,brick,None
5,0.4547995521203436,0.7445454597473145,0.4551481759904036,0.7435572,relu,None,5,16,0,sigmoid,binary_crossentropy,2.3,Adam,brick,None
5,0.45669330686029763,0.742222249507904,0.4574153718426453,0.74011195,relu,None,5,16,0,sigmoid,binary_crossentropy,2.75,Adam,brick,None
5,0.4560457023346063,0.7414646744728088,0.45694256457523325,0.7404975,relu,None,5,16,0,sigmoid,binary_crossentropy,3.1999999999999997,Adam,brick,None
5,0.4555690759601015,0.7423737645149231,0.4559328184910675,0.7415423,relu,None,5,16,0,sigmoid,binary_crossentropy,3.6499999999999995,Adam,brick,None
5,0.459143578054929,0.7374494671821594,0.45894319185570104,0.73731345,relu,None,5,16,0,sigmoid,binary_crossentropy,4.1,Adam,brick,None
5,0.4554766420643739,0.7438889145851135,0.45556863006667714,0.7435945,relu,None,5,16,0,sigmoid,binary_crossentropy,4.55,Adam,brick,None
5,0.45201007504655855,0.7451262474060059,0.4491818657206066,0.7472388,relu,None,5,16,1,sigmoid,binary_crossentropy,0.5,Adam,brick,None
5,0.45150905090149,0.7459090948104858,0.44865411648109776,0.74803483,relu,None,5,16,1,sigmoid,binary_crossentropy,0.95,Adam,brick,None
5,0.4507078335501931,0.745429277420044,0.44855191077759016,0.7472886,relu,None,5,16,1,sigmoid,binary_crossentropy,1.4,Adam,brick,None
